country,2020_mc,2018_mc,2016_mc,2014_mc,2012_mc,2010_mc,2008_mc,2006_mc,2004_mc,2002_mc,2000_mc,1998_mc,1996_mc,1994_mc,1992_mc,1988_mc,1988_gdp,1990_gdp,1992_gdp,1994_gdp,1996_gdp,1998_gdp,2000_gdp,2002_gdp,2004_gdp,2006_gdp,2008_gdp,2010_gdp,2012_gdp,2014_gdp,2016_gdp,2018_gdp,2020_gdp,2020_mp,2018_mp,2016_mp,2014_mp,2012_mp,2010_mp,2008_mp,2006_mp,2004_mp,2002_mp,2000_mp,1998_mp,1996_mp,1994_mp,1992_mp,1988_mp,HDI Rank,1990_hdi,1992_hdi,1994_hdi,1996_hdi,1998_hdi,2000_hdi,2002_hdi,2004_hdi,2006_hdi,2008_hdi,2010_hdi,2012_hdi,2014_hdi,2016_hdi,2018_hdi,2019_hdi
168,Thailand,2,0.0,6.0,0.0,4.0,,6.0,0.0,8.0,0.0,3.0,,2.0,,1.0,1.0,61667199834.7428,85343063965.9182,111452869378.467,146683499005.964,183035114648.4,113675561057.46199,126392233706.79,134300851255.002,172895749632.046,221758196504.936,291382991177.698,341104820155.464,397558222957.17,407339454060.678,413366150655.591,506611070188.3621,501794961925.24396,0.0018587360594795536,0.0,0.006191950464396285,0.0,0.0041884816753926715,,0.006289308176100629,0.0,0.008658008658008658,0.0,0.0032537960954446853,,0.002386634844868735,,0.0011933174224343676,0.001177856301531213,79,0.577,0.592,0.607,0.622,0.633,0.652,0.669,0.686,0.697,0.718,0.724,0.737,0.742,0.756,0.772,0.777
169,Togo,0,0.0,0.0,0.0,0.0,,1.0,,0.0,,,,,,0.0,0.0,1378847487.41137,1628427515.41881,1692959110.18022,982624324.505898,1465448290.34132,1587345950.9743,1491891107.95711,1706698099.44513,2259992642.2901397,2351584608.41123,3323677130.04484,3429461495.41335,3873308389.3000603,4574986536.90791,6031632168.17391,7112200725.00232,7574635241.301909,0.0,0.0,0.0,0.0,0.0,,0.0010482180293501047,,0.0,,,,,,0.0,0.0,167,0.406,0.400,0.397,0.418,0.425,0.427,0.433,0.439,0.444,0.447,0.466,0.482,0.493,0.502,0.510,0.515
170,Tonga,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,0.0,106657267.36734201,113563821.577404,137066290.550071,195990986.21421,222100576.345483,191504892.761394,204849612.592276,182763693.916873,230657965.48858598,292232117.07899797,344428609.006734,366840012.442325,470714083.42675096,439878828.008608,420540178.571429,489235527.395387,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0011933174224343676,,0.0,0.0,104,0.654,0.661,0.672,0.675,0.678,0.675,0.684,0.682,0.683,0.688,0.699,0.708,0.707,0.722,0.723,0.725
171,Trinidad and Tobago,0,,1.0,,4.0,,2.0,,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4496852073.46896,5068000000.0,5439552941.176471,4947205860.01451,5759537726.26601,6043694330.21609,8154338232.95978,9008273720.93395,13280275123.0354,18369361094.3886,27871587349.5413,22157948396.2042,25763220107.0051,27615843098.0949,22386264807.3174,23679919654.9891,21529824769.2969,0.0,,0.0010319917440660474,,0.0041884816753926715,,0.0020964360587002093,,0.0010822510822510825,0.0,0.0021691973969631237,0.0,0.002386634844868735,0.0,0.0,0.0,67,0.668,0.670,0.676,0.687,0.694,0.717,0.726,0.750,0.763,0.778,0.784,0.780,0.785,0.792,0.795,0.796
172,Tunisia,2,,3.0,,3.0,,1.0,,0.0,,0.0,,1.0,,0.0,0.0,10096292842.1543,12290568181.8182,15497286295.7938,15632463424.2784,19587322786.1105,21803372266.6198,21473261837.0176,23142153759.5836,31183059012.4448,34377310293.0128,44860969077.1853,44050929160.2627,45044138549.2029,47632390881.7812,41801284916.2011,39770478673.1648,39235672868.2722,0.0018587360594795536,,0.0030959752321981426,,0.003141361256544503,,0.0010482180293501047,,0.0,,0.0,,0.0011933174224343676,,0.0,0.0,95,0.567,0.581,0.598,0.614,0.632,0.651,0.664,0.681,0.694,0.707,0.716,0.720,0.726,0.731,0.738,0.740
173,Turkey,13,0.0,8.0,0.0,3.0,0.0,5.0,0.0,10.0,0.0,5.0,0.0,6.0,0.0,6.0,2.0,90852814004.9917,150676291094.21,158459130434.78302,130690172297.297,181475555282.555,275967393939.394,274302959053.103,240253216295.117,408876042651.701,557057829051.453,770462156204.38,776992599946.766,880556375779.51,938952628604.067,869692960365.5509,778377023568.884,720101212394.114,0.0120817843866171,0.0,0.008255933952528379,0.0,0.003141361256544503,0.0,0.005241090146750524,0.0,0.010822510822510822,0.0,0.005422993492407809,0.0,0.0071599045346062064,0.0,0.0071599045346062064,0.002355712603062426,54,0.583,0.594,0.603,0.620,0.640,0.660,0.677,0.690,0.704,0.714,0.739,0.765,0.796,0.808,0.817,0.820
174,Turkmenistan,1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,3010982414.24364,3189539641.31585,1600000000.0,2564705882.3529396,2378759975.4450607,2605660026.0659103,2904732773.48312,4461978498.86577,6838351088.46688,10276674364.8961,19271523178.8079,22583157894.7368,35164210526.3158,43524210526.3158,36169428571.4286,40765428571.4286,,0.0009293680297397768,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,111,..,..,..,..,..,..,..,..,..,..,0.666,0.679,0.689,0.699,0.710,0.715
175,Uganda,4,,0.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,0.0,6508931651.66667,4304398865.88268,2857457860.05088,3990430446.71216,6044585326.938001,6584815846.52754,6193246837.09687,6178563590.89254,7939487473.86318,9977647644.69953,14440404021.4881,26558908398.0404,27188667092.7781,32472362948.832996,29078589751.4596,32912338571.3403,37372032557.5944,0.0037174721189591076,,0.0,,0.0010471204188481676,,0.0,,0.0,,0.0,,0.0011933174224343676,,0.0,0.0,159,0.320,0.313,0.322,0.344,0.373,0.404,0.427,0.436,0.456,0.479,0.498,0.507,0.519,0.529,0.538,0.544
176,Ukraine,19,1.0,11.0,2.0,19.0,0.0,22.0,2.0,22.0,0.0,23.0,1.0,23.0,2.0,,,74703706816.8446,81456895543.3384,71896428571.4286,52543388913.1384,44558076851.5988,41883242906.7157,31261718319.1794,42351593887.2827,64819702951.6826,107647920792.07901,179816790704.73898,136013155905.036,175781379051.433,133503411375.739,93355993628.5042,130901858421.72,155582008717.426,0.017657992565055763,0.0032573289902280127,0.011351909184726523,0.006825938566552901,0.019895287958115185,0.0,0.023060796645702302,0.007936507936507936,0.023809523809523808,0.0,0.024945770065075926,0.004878048780487805,0.027446300715990454,0.01092896174863388,,,74,0.725,0.713,0.690,0.684,0.688,0.694,0.717,0.732,0.744,0.755,0.755,0.764,0.771,0.768,0.774,0.779
177,United Arab Emirates,0,,1.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,0.0,36275674203.2144,50701443748.2975,54239171887.769005,59305093979.842,73571233996.1863,75674336283.1858,104337372362.151,109816201497.61699,147824370319.94598,222116541865.214,315474615738.598,289787338325.391,374590605854.323,403137100068.074,357045064669.84296,422215043594.2821,,0.0,,0.0010319917440660474,,0.0,,0.0,,0.0010822510822510825,,0.0,,0.0,,0.0,0.0,31,0.723,0.738,0.755,0.765,0.769,0.782,0.792,0.803,0.814,0.821,0.820,0.832,0.847,0.864,0.889,0.890
178,United Republic of Tanzania,0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,5100405772.46327,4258743262.82876,4601413263.52894,4510846967.8742,6496195450.61034,12270448700.1994,13375976353.6994,14142035080.2849,16675948414.7573,18649590248.2626,27941177434.5087,32014249841.4151,39650530214.3287,49964788814.0926,49774021003.0748,57003713748.2316,62409748426.5824,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,163,0.368,0.367,0.366,0.369,0.377,0.390,0.407,0.426,0.447,0.465,0.481,0.496,0.504,0.520,0.524,0.529
179,United States,113,23.0,121.0,28.0,104.0,37.0,112.0,25.0,101.0,34.0,93.0,13.0,101.0,13.0,119.0,100.0,5236438000000.0,5963144000000.0,6520327000000.0,7287236000000.0,8073122000000.0,9062818202000.0,10252345464000.0,10936419054000.0,12213729147000.0,13814611414000.0,14712844084000.0,14992052727000.0,16197007349000.0,17527163695000.0,18745075687000.0,20611860934000.0,20936600000000.0,0.1050185873605948,0.0749185667752443,0.12487100103199175,0.09556313993174062,0.10890052356020942,0.1434108527131783,0.11740041928721175,0.0992063492063492,0.10930735930735933,0.1452991452991453,0.10086767895878523,0.06341463414634146,0.12052505966587113,0.07103825136612021,0.14200477326968974,0.11778563015312132,17,0.865,0.872,0.880,0.884,0.889,0.886,0.891,0.897,0.903,0.911,0.916,0.920,0.920,0.922,0.925,0.926
180,Uruguay,0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,,0.0,0.0,8213515458.511391,9298839655.23138,12878199880.9839,17474647792.3829,20515543039.2132,25385928188.7719,22823255801.8447,13606494599.4261,13686329890.1191,19579457966.0538,30366213119.2928,40284481651.9021,51264390116.4909,57236013086.1223,57236652490.1699,64515038268.1373,53628827440.3582,0.0,,0.0,,0.0,,0.0,,0.0,,0.0010845986984815619,0.0,0.0,,0.0,0.0,55,0.694,0.702,0.711,0.718,0.737,0.743,0.749,0.755,0.763,0.769,0.782,0.793,0.803,0.810,0.816,0.817
181,Uzbekistan,5,0.0,13.0,0.0,2.0,0.0,4.0,0.0,5.0,0.0,4.0,0.0,2.0,1.0,,,,13360607917.8773,12941297376.0933,12899156990.6156,13948892215.5689,14988971210.8383,13760513969.314,9687788512.80184,12030023547.8807,17330833852.919,29549438883.8338,46679875793.5724,63628854498.5024,76658542757.4707,81779012350.8833,50392607758.2324,57707189945.4214,0.004646840148698885,0.0,0.013415892672858616,0.0,0.0020942408376963357,0.0,0.00419287211740042,0.0,0.005411255411255411,0.0,0.0043383947939262466,0.0,0.002386634844868735,0.00546448087431694,,,106,..,..,..,..,..,0.599,0.614,0.626,0.637,0.653,0.669,0.685,0.696,0.705,0.717,0.720
182,Vanuatu,0,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,0.0,158351368.433149,168879207.244148,209088824.608438,233701301.490486,261370044.48661402,262293410.708334,272014693.050806,262596597.80327797,364996869.129618,439376794.094041,590748237.021657,670713208.0845518,747839697.746593,772315721.265827,780889605.899977,914727908.137793,854793640.1456058,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,0.0,140,..,..,..,..,..,..,..,..,0.580,0.589,0.590,0.591,0.594,0.598,0.603,0.609
183,Venezuela,4,,3.0,0.0,1.0,,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,60226413793.1034,48598315565.032005,60401798245.61401,58418666666.6667,70543211119.099,91331203433.1629,117140723529.41199,92893587733.6549,112453382329.615,183477522123.89398,315953388510.678,393192354510.65295,381286237847.6671,482359318767.7029,,,,0.0037174721189591076,,0.0030959752321981426,0.0,0.0010471204188481676,,0.0010482180293501047,0.0,0.0021645021645021645,0.0,0.0,0.0,0.0,,0.0,0.0,113,0.644,0.660,0.662,0.668,0.672,0.676,0.692,0.704,0.731,0.757,0.757,0.772,0.775,0.759,0.733,0.711
184,Vietnam,0,,2.0,,0.0,,1.0,,0.0,,1.0,,0.0,,0.0,0.0,25423812648.5941,6471740805.5698395,9866990236.435871,16286433533.3228,24657470574.7501,27209602050.0452,31172518403.3162,35064105500.8344,45427854693.2554,66371664817.0436,99130304099.1274,115931749697.241,155820001920.492,186204652922.262,205276172134.901,245213686369.1569,271158442059.082,0.0,,0.0020639834881320948,,0.0,,0.0010482180293501047,,0.0,,0.0010845986984815619,,0.0,,0.0,0.0,117,0.483,0.504,0.525,0.548,0.567,0.586,0.602,0.620,0.632,0.647,0.661,0.676,0.683,0.693,0.700,0.704
185,"Virgin Islands, British",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"Virgin Islands, US",0,,,,,,,,,,,,,,,,,,,,,,,3269000000.0,3799000000.0,4504000000.0,4250000000.0,4339000000.0,4095000000.0,3622000000.0,3873000000.0,3984000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Yemen,0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,179,0.401,0.404,0.408,0.421,0.431,0.444,0.461,0.477,0.488,0.495,0.506,0.504,0.502,0.474,0.468,0.470
188,Zambia,0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,0.0,3713614457.83133,3285217391.30435,3181921787.7095,3656647744.2485795,3597220962.00017,3537683046.02331,3600683039.7325397,4193845678.1703296,6221077674.77871,12756858899.2812,17910858637.9048,20265559483.8548,25503060420.026,27141023558.0829,20958412538.3093,26311637646.6539,19320053859.279,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0011933174224343676,,0.0,0.0,146,0.421,0.416,0.414,0.416,0.416,0.425,0.441,0.460,0.482,0.503,0.527,0.549,0.561,0.571,0.582,0.584
189,Zimbabwe,0,,0.0,0.0,0.0,,4.0,,3.0,,0.0,,0.0,,0.0,0.0,7814784100.0,8783816700.0,6751472200.0,6890675000.0,8553146600.0,6401968200.0,6689957600.0,6342116400.0,5805598400.0,5443896500.0,4415702800.0,12041655200.0,17114849900.0,19495519600.0,20548678100.0,19523622341.6133,16768513442.6415,0.0,,0.0,0.0,0.0,,0.00419287211740042,,0.003246753246753247,,0.0,,0.0,,0.0,0.0,150,0.478,0.467,0.460,0.453,0.442,0.430,0.423,0.411,0.414,0.422,0.482,0.525,0.547,0.558,0.569,0.571
